paper_id,paper_section,version,subject_raw,subject_code,subject_trend_only,object_raw,object_code,rel_raw,rel_exists,rel_direction,rel_valence,rel_conditionality_raw,rel_conditionality_code,rel_uncertainty_raw,rel_uncertainty_code,rel_exists_note,effect_raw,effect_metric,effect_magnitude,effect_error_metric,effect_error_magnitude,source_locus,source_citation_raw,method_raw,method_type,causal_inference_level,geographic_scope_raw,geographic_scope_code,temporal_scope_raw,temporal_scope_code,population_raw,population_code
gonen2004,Results,v0.2.0-alpha,"""a history of a VBAC""",prior_successful_vbac,No,"""successful VBAC""",vbac_success,"""followed by a history of a VBAC (OR, 7.2; 95% CI, 2.1 to 24.8)""",Yes,Subject→Object,Positive,"""women with one previous low-transverse CS undergoing trial of VBAC""",Population-specific,"""significantly associated""",Asserted,,"""OR, 7.2; 95% CI, 2.1 to 24.8""",odds ratio,7.2,95% CI,2.1-24.8,Original to this study,,"""Univariate and multiple stepwise logistic regression models""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""gestational age ≤ 41 weeks""",gestational_age,No,"""successful VBAC""",vbac_success,"""gestational age ≤ 41 weeks (OR, 2.8; 95% CI, 1.1 to 7.1)""",Yes,Subject→Object,Negative,"""compared with gestational age >41 weeks""",Temporal,"""significantly associated""",Asserted,"""[FLAG] valence: subject framed as ≤41 weeks predicting VBAC success, i.e. higher GA is associated with lower success — coded Negative for GA→success.""","""OR, 2.8; 95% CI, 1.1 to 7.1""",odds ratio,2.8,95% CI,1.1-7.1,Original to this study,,"""Univariate and multiple stepwise logistic regression models""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""cervical dilation""",cervical_dilation_at_admission,No,"""successful VBAC""",vbac_success,"""cervical dilation (OR, 2.5; 95% CI, 1.3 to 4.9)""",Yes,Subject→Object,Positive,"""at the onset of labor""",Temporal,"""significantly associated""",Asserted,,"""OR, 2.5; 95% CI, 1.3 to 4.9""",odds ratio,2.5,95% CI,1.3-4.9,Original to this study,,"""Univariate and multiple stepwise logistic regression models""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""lower gestational age at the primary CS""",gestational_age_at_prior_cs [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""lower gestational age at the primary CS (OR, 1.2; 95% CI, 1.02 to 1.4)""",Yes,Subject→Object,Negative,"""women with one previous low-transverse CS""",Population-specific,"""significantly associated""",Asserted,"""[FLAG] novel subject code: gestational_age_at_prior_cs not in seed vocab; introduced in extraction.""","""OR, 1.2; 95% CI, 1.02 to 1.4""",odds ratio,1.2,95% CI,1.02-1.4,Original to this study,,"""Univariate and multiple stepwise logistic regression models""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""at least one vaginal birth before the primary CS""",prior_vaginal_birth,No,"""successful VBAC""",vbac_success,"""a history of at least one vaginal birth before the primary CS [...] OR 5.1 (1.8–14.7)""",Yes,Subject→Object,Positive,"""univariate analysis""",Unconditional,"""significantly associated""",Asserted,,"""OR 5.1 (1.8–14.7)""",odds ratio,5.1,95% CI,1.8-14.7,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""nonreassuring fetal heart rate as the indication for the primary CS""",prior_caesarean_indication_non_recurring,No,"""successful VBAC""",vbac_success,"""Nonreassuring fetal heart rate [...] OR 2.5 (1.2–5.2)""",Yes,Subject→Object,Positive,"""compared with failure to progress as reference""",Unconditional,"""significantly associated""",Asserted,,"""OR 2.5 (1.2–5.2)""",odds ratio,2.5,95% CI,1.2-5.2,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""birth weight at the primary CS""",birth_weight_at_prior_cs [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""lower birth weight at the primary CS [...] p<0.001""",Yes,Subject→Object,Negative,"""univariate analysis; variable rejected in multivariate model""",Unconditional,"""significantly associated""",Asserted,"""[FLAG] novel subject code: birth_weight_at_prior_cs.""","""mean 2925 g (793) vs 3312 g (486), p<0.001""",mean difference,Not reported,Not reported,Not reported,Original to this study,,"""Univariate comparison with t-test""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""clinical estimation of fetal weight""",estimated_fetal_weight [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""Mean (SD) clinical estimation of fetal weight 3360 (395) vs 3570 (319) [...] 0.9 (0.8–0.9)""",Yes,Subject→Object,Negative,"""at the onset of labor""",Temporal,"""significantly associated""",Asserted,"""[FLAG] novel subject code: estimated_fetal_weight overlaps with macrosomia in seed vocab.""","""OR 0.9 (0.8–0.9), p<0.001""",odds ratio per unit,0.9,95% CI,0.8-0.9,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""cervical effacement ≥80%""",cervical_effacement [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""≥80% [effacement vs <80%] 1.9 (1.1–3.5), p=0.03""",Yes,Subject→Object,Positive,"""at the onset of labor""",Temporal,"""significantly associated""",Asserted,"""[FLAG] novel subject code: cervical_effacement.""","""OR 1.9 (1.1–3.5), p=0.03""",odds ratio,1.9,95% CI,1.1-3.5,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""anterior position of cervix""",cervix_position_anterior [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""Anterior 79 (90.8%) [...] 3.0 (1.2–7.0), p=0.035""",Yes,Subject→Object,Positive,"""at the onset of labor""",Temporal,"""significantly associated""",Asserted,"""[FLAG] novel subject code: cervix_position_anterior.""","""OR 3.0 (1.2–7.0), p=0.035""",odds ratio,3.0,95% CI,1.2-7.0,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""station of the fetal head""",station_at_admission,No,"""successful VBAC""",vbac_success,"""Station −1 and below 25 (96.2%) [...] 8.1 (1.1–62.1), p=0.013""",Yes,Subject→Object,Positive,"""at the onset of labor; station −1 and below vs −3 and above""",Temporal,"""significantly associated""",Asserted,,"""OR 8.1 (1.1–62.1), p=0.013""",odds ratio,8.1,95% CI,1.1-62.1,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""cervical dilation > 4 cm at the time of ROM""",cervical_dilation_at_rom [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""cervical dilation > 4 cm at the time of ROM (OR, 2.6; 95% CI, 1.3 to 5.2)""",Yes,Subject→Object,Positive,"""multivariate model of during-labour variables""",Temporal,"""significantly associated""",Asserted,"""[FLAG] novel subject code: cervical_dilation_at_rom.""","""OR, 2.6; 95% CI, 1.3 to 5.2""",odds ratio,2.6,95% CI,1.3-5.2,Original to this study,,"""Multiple stepwise logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""epidural analgesia""",epidural_analgesia,No,"""successful VBAC""",vbac_success,"""the absence of epidural analgesia (OR, 5.9; 95% CI, 2.7 to 12.6)""",Yes,Subject→Object,Negative,"""during labour""",Temporal,"""significantly associated""",Asserted,"""Effect framed as 'absence of epidural' associated with success; coded as Negative for epidural→success.""","""OR, 5.9; 95% CI, 2.7 to 12.6""",odds ratio,5.9,95% CI,2.7-12.6,Original to this study,,"""Multiple stepwise logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""augmentation with oxytocin""",labour_augmentation,No,"""successful VBAC""",vbac_success,"""Augmentation with oxytocin [...] 3.5 (1.9–6.2), p<0.001""",Yes,Subject→Object,Negative,"""during labour""",Temporal,"""significantly associated""",Asserted,"""Reported as no-augmentation vs augmentation; coded as augmentation→success Negative.""","""OR 3.5 (1.9–6.2), p<0.001""",odds ratio,3.5,95% CI,1.9-6.2,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""duration of first stage of labor""",duration_first_stage [UNVERIFIED],No,"""successful VBAC""",vbac_success,"""Duration of first stage (h), mean (SD) 7.5 (5.3) vs 9.8 (6.7), OR 0.9 (0.9–1.0), p=0.014""",Yes,Subject→Object,Negative,"""during labour""",Temporal,"""significantly associated""",Asserted,"""[FLAG] novel subject code: duration_first_stage.""","""OR 0.9 (0.9–1.0), p=0.014""",odds ratio per hour,0.9,95% CI,0.9-1.0,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""induction of labor""",induction_of_labour,No,"""successful VBAC""",vbac_success,"""Induction of labor [...] NS [...] 2.0 (0.9–4.3)""",Uncertain,Subject→Object,Indeterminate,"""at the onset of labor; non-significant univariate finding""",Unconditional,"""NS""",Possible,"""Non-significant finding reported.""","""OR 2.0 (0.9–4.3), NS""",odds ratio,2.0,95% CI,0.9-4.3,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Results,v0.2.0-alpha,"""maternal age""",maternal_age,No,"""successful VBAC""",vbac_success,"""Age (y), mean (SD) 31.1 (4.8) vs 30.4 (4.1), p=0.292""",No,Subject→Object,Indeterminate,"""univariate at first prenatal visit""",Unconditional,"""not significant""",Possible,"""Reported as non-significant.""","""p=0.292""",p-value only,Not reported,Not reported,Not reported,Original to this study,,"""Univariate t-test""",Statistical modelling,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS""",Human
gonen2004,Discussion,v0.2.0-alpha,"""previous failure to progress""",prior_caesarean_indication_recurring,No,"""probability of VBAC""",vbac_success,"""both previous failure to progress and lack of prior vaginal birth were associated with decreased probability of VBAC""",Yes,Subject→Object,Negative,"""patients with prior cesarean""",Unconditional,"""associated""",Probable,"""Cited finding; reproduces consistency with this paper's results.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Troyer LR, Parisi VM. Am J Obstet Gynecol 1992;167:1099–1104""","""Cohort analysis of 264 labors""",Statistical modelling,Association,"""United States [not specified]""",Country,"""prior to 1992""",snapshot,"""264 labors in patients with prior cesarean""",Human
gonen2004,Introduction,v0.2.0-alpha,"""oxytocin or prostaglandins""",oxytocin_use,No,"""maternal risk with vaginal birth after CS""",maternal_morbidity,"""Several studies have shown an increased maternal risk with vaginal birth after CS, especially with the use of oxytocin or prostaglandins""",Yes,Subject→Object,Positive,"""trial of vaginal birth after CS""",Population-specific,"""have shown""",Probable,"""Cited; covers both oxytocin and prostaglandins.""",Not reported,narrative only,Not reported,Not reported,Not reported,Synthesised from multiple sources,"""Lyndon-Rochele M et al. N Engl J Med 2001;345:3–8; McMahon MJ et al. N Engl J Med 1996;335:689–695""","""Cited cohort/observational studies""",Review,Association,"""Multiple settings""",Country,"""Not reported""",Not reported,"""Women with prior cesarean""",Human
gonen2004,Introduction,v0.2.0-alpha,"""failed trial of VBAC""",tolac_failure,No,"""maternal and neonatal morbidity""",maternal_morbidity,"""repeat CS after a failed trial of VBAC carry a much higher maternal and neonatal morbidity compared with elective CS""",Yes,Subject→Object,Positive,"""compared with elective CS""",Unconditional,"""concluded""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""McMahon MJ, Luther ER, Bowes WA, Olshan AF. N Engl J Med 1996;335:689–695""","""Cited cohort comparison""",Observation,Controlled comparison,"""Canada / multi-centre, not specified""",Country,"""Not reported""",Not reported,"""Women with prior cesarean""",Human
gonen2004,Results,v0.2.0-alpha,"""uterine rupture""",uterine_rupture,Yes,,,"""There were no cases of uterine rupture.""",No,Indeterminate,Indeterminate,"""in 339 trials of labour after one prior low-transverse CS""",Population-specific,"""no cases""",Asserted,"""subject_trend_only=Yes: paper reports zero uterine ruptures in this cohort without specifying a predictor relationship.""",Not reported,count,0,Not reported,Not reported,Original to this study,,"""Retrospective cohort""",Observation,Association,"""Bnai Zion Medical Center, Haifa, Israel""",Country,"""deliveries during the year 2000""",snapshot,"""339 parturients with one previous low-transverse CS who underwent a trial of VBAC""",Human
hollard2006,Results,v0.2.0-alpha,"""African American"" ethnicity",ethnicity,No,"""successful VBAC""",vbac_success,"""adjusted OR for VBAC success was 0.37 (95% CI 0.27–0.50) for African American women""",Yes,Subject→Object,Negative,"""compared with Caucasian women; adjusted for age>35, induction, oxytocin, epidural, birth weight>4000g, clinic service, no prior vaginal delivery""",Population-specific,"""significantly less likely""",Asserted,"""African American coded as ethnicity; Caucasian is reference.""","""adjusted OR 0.37 (95% CI 0.27–0.50), p<0.0001""",odds ratio,0.37,95% CI,0.27-0.50,Original to this study,,"""Retrospective cohort with multivariable logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""January 1, 1997 to July 30, 2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""Hispanic"" ethnicity",ethnicity,No,"""successful VBAC""",vbac_success,"""adjusted OR for VBAC success was [...] 0.63 (95% CI 0.51–0.79) for Hispanic women""",Yes,Subject→Object,Negative,"""compared with Caucasian women; fully adjusted model""",Population-specific,"""significantly less likely""",Asserted,,"""adjusted OR 0.63 (95% CI 0.51–0.79), p<0.0001""",odds ratio,0.63,95% CI,0.51-0.79,Original to this study,,"""Retrospective cohort with multivariable logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""parity = 1""",parity,No,"""successful VBAC""",vbac_success,"""Parity = 1 [...] OR 0.35 (0.29–0.43) p<0.0001""",Yes,Subject→Object,Negative,"""univariate composite analysis""",Population-specific,"""strongest predictor of failure""",Asserted,"""Lower parity (=1, i.e. nulliparous-after-CS) negatively associated with VBAC success.""","""OR 0.35 (0.29–0.43), p<0.0001""",odds ratio,0.35,95% CI,0.29-0.43,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""labor induction""",induction_of_labour,No,"""successful VBAC""",vbac_success,"""Labor induction [...] 0.70 (0.56–0.88) p=0.002""",Yes,Subject→Object,Negative,"""univariate composite""",Unconditional,"""significantly""",Asserted,,"""OR 0.70 (0.56–0.88), p=0.002""",odds ratio,0.70,95% CI,0.56-0.88,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""epidural analgesia""",epidural_analgesia,No,"""successful VBAC""",vbac_success,"""Epidural analgesia [...] 0.71 (0.60–0.85) p=0.0002""",Yes,Subject→Object,Negative,"""univariate composite""",Unconditional,"""significantly""",Asserted,,"""OR 0.71 (0.60–0.85), p=0.0002""",odds ratio,0.71,95% CI,0.60-0.85,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""birth weight > 4000 g""",macrosomia,No,"""successful VBAC""",vbac_success,"""Birth weight >4000 g [...] 0.64 (0.50–0.82) p=0.0003""",Yes,Subject→Object,Negative,"""univariate composite""",Unconditional,"""significantly""",Asserted,,"""OR 0.64 (0.50–0.82), p=0.0003""",odds ratio,0.64,95% CI,0.50-0.82,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""resident clinic service""",socioeconomic_status,No,"""successful VBAC""",vbac_success,"""Clinic service [...] 1.50 (1.02–2.00) p=0.04""",Yes,Subject→Object,Positive,"""univariate composite""",Unconditional,"""significantly""",Probable,"""Clinic service used as a proxy for low/public insurance status.""","""OR 1.50 (1.02–2.00), p=0.04""",odds ratio,1.50,95% CI,1.02-2.00,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""maternal age > 35 years""",maternal_age,No,"""successful VBAC""",vbac_success,"""Age >35 years 0.86 (0.68–1.09) 0.088""",No,Subject→Object,Indeterminate,"""univariate composite""",Unconditional,"""not significant""",Possible,,"""OR 0.86 (0.68–1.09), p=0.088""",odds ratio,0.86,95% CI,0.68-1.09,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""diabetes mellitus""",gestational_diabetes,No,"""successful VBAC""",vbac_success,"""Diabetes mellitus 0.71 (0.36–1.39) 0.315""",No,Subject→Object,Indeterminate,"""univariate composite; combined gestational and pre-gestational diabetes""",Unconditional,"""not significant""",Possible,,"""OR 0.71 (0.36–1.39), NS""",odds ratio,0.71,95% CI,0.36-1.39,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""preeclampsia""",preeclampsia,No,"""successful VBAC""",vbac_success,"""Preeclampsia 0.79 (0.47–1.49) 0.244""",No,Subject→Object,Indeterminate,"""univariate composite""",Unconditional,"""not significant""",Possible,,"""OR 0.79 (0.47–1.49), NS""",odds ratio,0.79,95% CI,0.47-1.49,Original to this study,,"""Univariate logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 women with prior cesarean undergoing a trial of labor""",Human
hollard2006,Results,v0.2.0-alpha,"""trial of labor""",tolac_failure,Yes,,,"""There were 10 uterine ruptures in 2830 patients undergoing a TOL for a rate of 3.5 per 1000""",Yes,Indeterminate,Indeterminate,"""TOL in mixed ethnic cohort""",Population-specific,"""3.5 per 1000""",Asserted,"""Recorded as subject_trend_only: rupture incidence reported without a paired predictor.""","""3.5 per 1000""",rate,3.5,Not reported,Not reported,Original to this study,,"""Retrospective cohort""",Observation,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2830 patients undergoing TOL""",Human
hollard2006,Results,v0.2.0-alpha,"""African American ethnicity""",ethnicity,No,"""non-reassuring fetal heart rate as VBAC-failure indication""",vbac_failure_indication_fhr [UNVERIFIED],"""African American women were nearly three times more likely to fail secondary to non-reassuring fetal heart rate patterns""",Yes,Subject→Object,Positive,"""compared with Caucasian and Hispanic groups""",Population-specific,"""nearly three times more likely""",Probable,"""[FLAG] novel object code: vbac_failure_indication_fhr.""","""Caucasian 18.5%, Hispanic 15.1%, AA 37.5%, p=0.0004""",proportion,37.5%,Not reported,Not reported,Original to this study,,"""Retrospective cohort, chi-square""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 TOL women""",Human
hollard2006,Discussion,v0.2.0-alpha,"""African American and Hispanic ethnicity""",ethnicity,No,"""length of first stage of labor""",duration_first_stage [UNVERIFIED],"""African American and Hispanic ethnicities are associated with longer lengths of the first stage of labor""",Yes,Subject→Object,Positive,"""multiparous women""",Population-specific,"""associated""",Probable,"""Cited finding consistent with hypothesised mediator of VBAC disparity.""","""394, 404, 425 minutes for Caucasian, Hispanic, AA""",mean minutes,Not reported,Not reported,Not reported,Cited from prior work,"""Hopkins L et al. Am J Obstet Gynecol 2004;191(Suppl)""","""Cohort analysis""",Statistical modelling,Association,"""United States""",Country,"""Not reported""",Not reported,"""Multiparous women""",Human
hollard2006,Introduction,v0.2.0-alpha,"""failed TOL""",tolac_failure,No,"""maternal and perinatal morbidity""",maternal_morbidity,"""The majority of maternal and perinatal morbidity of VBAC is associated with a failed TOL""",Yes,Subject→Object,Positive,"""TOL after cesarean""",Population-specific,"""associated""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Loebel G et al. J Matern Fetal Neonatal Med 2004;15:243–246""","""Cited cohort""",Observation,Association,"""USA""",Country,"""Not reported""",Not reported,"""Women with prior cesarean""",Human
hollard2006,Introduction,v0.2.0-alpha,"""trial of labor after previous cesarean""",tolac_failure,No,"""perinatal risk""",neonatal_morbidity,"""the associated perinatal risk is slightly increased in women attempting a TOL compared to repeat elective cesarean delivery without labor""",Yes,Subject→Object,Positive,"""compared to repeat elective cesarean delivery without labor""",Unconditional,"""slightly increased""",Probable,"""Hedged citation; the TOL→perinatal-risk increase is small in absolute terms.""",Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Landon MB et al. NICHD MFMU. N Engl J Med 2004;351:2581–2589""","""Cited prospective cohort""",Statistical modelling,Controlled comparison,"""United States""",Country,"""Not reported""",Not reported,"""Women with prior cesarean""",Human
hollard2006,Discussion,v0.2.0-alpha,"""no previous vaginal delivery""",prior_vaginal_birth,No,"""successful VBAC""",vbac_success,"""A history of no previous vaginal delivery was the strongest predictor of failure""",Yes,Subject→Object,Positive,"""composite study population""",Unconditional,"""strongest predictor""",Asserted,"""Coded subject=prior_vaginal_birth, valence=Positive because presence of prior vaginal birth → success (no prior vag birth → failure).""",Not reported,narrative only,Not reported,Not reported,Not reported,Original to this study,,"""Univariate and multivariable logistic regression""",Statistical modelling,Association,"""Memorial Care System, Southern California, USA""",Country,"""1997–2002""",multi-year,"""2575 TOL women""",Human
hollard2006,Discussion,v0.2.0-alpha,"""Medicaid/indigent status""",socioeconomic_status,No,"""trial of labor and vaginal delivery""",vbac_success,"""Medicaid/indigent women were more likely than privately insured women to attempt a trial of labor, and subsequently to deliver vaginally""",Yes,Subject→Object,Positive,"""compared with privately insured women""",Population-specific,"""more likely""",Probable,,Not reported,narrative only,Not reported,Not reported,Not reported,Cited from prior work,"""Wagner CL, Metts AK. J Perinatol 1999;19:14–18""","""Cited cohort""",Observation,Association,"""United States""",Country,"""Not reported""",Not reported,"""Women with prior cesarean""",Human
knight2013,Results,v0.2.0-alpha,"""maternal age > 34 years""",maternal_age,No,"""successful VBAC""",vbac_success,"""Maternal age (years) >34 [...] Adjusted OR 0.79 (0.77, 0.82)""",Yes,Subject→Object,Negative,"""national English cohort of second births after primary CS""",Population-specific,"""significantly""",Asserted,,"""Adjusted OR 0.79 (0.77, 0.82), p<0.001""",odds ratio,0.79,95% CI,0.77-0.82,Original to this study,,"""Multivariate logistic regression on Hospital Episode Statistics""",Statistical modelling,Association,"""English National Health Service""",Country,"""1 April 2004 to 31 March 2012""",multi-year,"""75,086 women attempting VBAC for their second birth""",Human
knight2013,Results,v0.2.0-alpha,"""maternal age < 24 years""",maternal_age,No,"""successful VBAC""",vbac_success,"""Maternal age (years) <24 [...] Adjusted OR 1.23 (1.17, 1.29)""",Yes,Subject→Object,Negative,"""national English cohort""",Population-specific,"""significantly""",Asserted,"""Younger age (<24) increases success — coded subject=maternal_age, valence=Negative (higher age → lower success).""","""Adjusted OR 1.23 (1.17, 1.29)""",odds ratio,1.23,95% CI,1.17-1.29,Original to this study,,"""Multivariate logistic regression""",Statistical modelling,Association,"""English NHS""",Country,"""2004–2012""",multi-year,"""75,086 women attempting VBAC""",Human
knight2013,Results,v0.2.0-alpha,"""Black ethnicity""",ethnicity,No,"""successful VBAC""",vbac_success,"""Black women had a particularly low success rate (OR, 0.54; 95% confidence interval [CI], 0.50–0.57)""",Yes,Subject→Object,Negative,"""compared with white women""",Population-specific,"""particularly low success rate""",Asserted,,"""Adjusted OR 0.54 (0.50–0.57)""",odds ratio,0.54,95% CI,0.50-0.57,Original to this study,,"""Multivariate logistic regression""",Statistical modelling,Association,"""English NHS""",Country,"""2004–2012""",multi-year,"""75,086 women attempting VBAC""",Human
knight2013,Results,v0.2.0-alpha,"""Asian ethnicity""",ethnicity,No,"""successful VBAC""",vbac_success,"""Asian [...] Adjusted OR 0.76 (0.71, 0.82)""",Yes,Subject→Object,Negative,"""compared with white women""",Population-specific,"""significantly""",Asserted,,"""Adjusted OR 0.76 (0.71, 0.82)""",odds ratio,0.76,95% CI,0.71-0.82,Original to this study,,"""Multivariate logistic regression""",Statistical modelling,Association,"""English NHS""",Country,"""2004–2012""",multi-year,"""75,086 women attempting VBAC""",Human
knight2013,Results,v0.2.0-alpha,"""emergency caesarean section as type of primary CS""",prior_caesarean_indication_recurring,No,"""successful VBAC""",vbac_success,"""Women who had an emergency caesarean section in their first birth also had a lower VBAC success rate [...] Adjusted OR 0.66 (0.63, 0.69)""",Yes,Subject→Object,Negative,"""compared with women whose primary CS was elective""",Unconditional,"""significantly""",Asserted,"""Coded with prior_caesarean_indication_recurring because emergency CS is a marker for in-labour, dystocia-related indications.""","""Adjusted OR 0.66 (0.63, 0.69)""",odds ratio,0.66,95% CI,0.63-0.69,Original to this study,,"""Multivariate logistic regression""",Statistical modelling,Association,"""English NHS""",Country,"""2004–2012""",multi-year,"""75,086 women attempting VBAC""",Human
